# backend imode eps generic_err coherent_err stored_scalars mbytes matvec_ms   (0.25km, ncore=24)
HTOOL 1 1e-3 4.2729162395e-05 6.0854925268e-04 116929164 892.099 9.5050
HTOOL 1 7e-4 2.2263722483e-05 3.1599095520e-04 122170242 932.085 8.5941
HTOOL 1 5e-4 1.4314771630e-05 2.0325662350e-04 127241208 970.773 8.2178
