# time[s] time[yr] onset(1)/arrest(-1) log10(max|v|[m/s]) mean_slip[m] mean_mu, |v| threshold 1.000e-03 m/s
      3.85157060e+02      0.0000122049  1   -2.9931664  1.50547723e+00   0.567406
      6.88657898e+02      0.0000218223 -1   -3.2948495  1.51645520e+00   0.567199
      7.47937961e+09    237.0072378703  1   -3.0058920  7.72294003e+00   0.586530
      7.47938039e+09    237.0072626511 -1   -3.2925448  9.07041538e+00   0.564136
      1.49969149e+10    475.2235574479  1   -3.0036142  1.52411179e+01   0.586526
      1.49969157e+10    475.2235821848 -1   -3.2919940  1.65881796e+01   0.564139
      2.25143806e+10    713.4376704833  1   -3.0033149  2.27589097e+01   0.586527
      2.25143814e+10    713.4376955987 -1   -3.3007032  2.41062650e+01   0.564134
      3.00318461e+10    951.6517765374  1   -3.0063677  3.02766796e+01   0.586527
      3.00318469e+10    951.6518012979 -1   -3.2920281  3.16237655e+01   0.564139
      3.75493119e+10   1189.8658926976  1   -3.0081608  3.77944638e+01   0.586527
      3.75493127e+10   1189.8659174647 -1   -3.2919525  3.91415577e+01   0.564139
      4.50667774e+10   1428.0799993829  1   -3.0054048  4.53122750e+01   0.586527
      4.50667782e+10   1428.0800241297 -1   -3.2918902  4.66593495e+01   0.564139
      5.25842432e+10   1666.2941161425  1   -3.0065628  5.28300602e+01   0.586527
      5.25842440e+10   1666.2941409053 -1   -3.2920434  5.41771479e+01   0.564139
      6.01017088e+10   1904.5082246891  1   -3.0051760  6.03478631e+01   0.586527
      6.01017095e+10   1904.5082494394 -1   -3.2920137  6.16949401e+01   0.564139
      6.76191747e+10   2142.7223444968  1   -3.0073853  6.78656448e+01   0.586527
      6.76191754e+10   2142.7223692615 -1   -3.2920413  6.92127345e+01   0.564139
      7.51366403e+10   2380.9364545583  1   -3.0045459  7.53834544e+01   0.586527
      7.51366410e+10   2380.9364792986 -1   -3.2919005  7.67305229e+01   0.564139
      8.26541059e+10   2619.1505663117  1   -3.0033297  8.29012566e+01   0.586527
      8.26541067e+10   2619.1505910477 -1   -3.2920260  8.42483199e+01   0.564139
      9.01715716e+10   2857.3646778973  1   -3.0037056  9.04190464e+01   0.586527
      9.01715723e+10   2857.3647026344 -1   -3.2919826  9.17661111e+01   0.564139
