# fault state: note that stresses are only those due to slip and do not include background stress
#    pos_1/W    pos_2/W       area        s_c    m_d*s_n           u_s           u_n           u_d           s_s           s_n           s_d pach#  grp#
 7.194e+00 -7.196e-01  6.316e-01  3.407e+03  1.012e+01  1.630555e+00  0.000000e+00  6.665289e-02 -3.388600e+03  3.373935e+01 -1.747956e+02    86     0
 7.181e+00 -8.784e-01  6.293e-01  3.402e+03  1.032e+01  1.142237e+00  0.000000e+00  4.985454e-02 -3.382470e+03  3.438680e+01 -1.918121e+02    87     0
 7.062e+00  7.230e-01  6.424e-01  3.289e+03  9.497e+00  1.509692e+00  0.000000e+00  8.207893e-03 -3.271654e+03  3.165745e+01 -1.595938e+01    88     0
 7.060e+00  5.638e-01  6.421e-01  3.290e+03  1.049e+01  1.979161e+00  0.000000e+00  1.877533e-02 -3.270814e+03  3.496820e+01 -3.190782e+01    89     0
 7.057e+00  4.045e-01  6.415e-01  3.291e+03  1.149e+01  2.215003e+00  0.000000e+00  3.013933e-02 -3.269412e+03  3.830756e+01 -4.783440e+01    90     0
 7.053e+00  2.452e-01  6.408e-01  3.291e+03  1.230e+01  2.332587e+00  0.000000e+00  4.106688e-02 -3.267451e+03  4.100910e+01 -6.372819e+01    91     0
 7.047e+00  8.593e-02  6.398e-01  3.290e+03  1.290e+01  2.369808e+00  0.000000e+00  5.083917e-02 -3.264929e+03  4.300179e+01 -7.957831e+01    92     0
 7.041e+00 -7.336e-02  6.386e-01  3.287e+03  1.301e+01  2.342462e+00  0.000000e+00  5.894452e-02 -3.261848e+03  4.336463e+01 -9.537389e+01    93     0
 7.033e+00 -2.326e-01  6.371e-01  3.284e+03  1.327e+01  2.256619e+00  0.000000e+00  6.493521e-02 -3.258209e+03  4.422586e+01 -1.111041e+02    94     0
 7.024e+00 -3.918e-01  6.355e-01  3.280e+03  1.344e+01  2.111391e+00  0.000000e+00  6.827136e-02 -3.254011e+03  4.478582e+01 -1.267582e+02    95     0
 7.014e+00 -5.509e-01  6.336e-01  3.276e+03  1.355e+01  1.897536e+00  0.000000e+00  6.809441e-02 -3.249255e+03  4.517362e+01 -1.423254e+02    96     0
 7.002e+00 -7.098e-01  6.316e-01  3.270e+03  1.341e+01  1.589650e+00  0.000000e+00  6.271561e-02 -3.243943e+03  4.469102e+01 -1.577950e+02    97     0
 6.989e+00 -8.686e-01  6.293e-01  3.264e+03  1.319e+01  1.112346e+00  0.000000e+00  4.780297e-02 -3.238075e+03  4.397556e+01 -1.731565e+02    98     0
 6.866e+00  7.326e-01  6.424e-01  3.145e+03  1.244e+01  1.464458e+00  0.000000e+00 -5.929680e-03 -3.120717e+03  4.146572e+01 -1.431624e+01    99     0
 6.864e+00  5.734e-01  6.421e-01  3.147e+03  1.375e+01  1.919399e+00  0.000000e+00  1.442063e-03 -3.119915e+03  4.584490e+01 -2.862268e+01   100     0
 6.861e+00  4.142e-01  6.415e-01  3.148e+03  1.492e+01  2.147953e+00  0.000000e+00  1.245710e-02 -3.118578e+03  4.974950e+01 -4.290949e+01   101     0
 6.857e+00  2.549e-01  6.408e-01  3.148e+03  1.572e+01  2.261824e+00  0.000000e+00  2.435806e-02 -3.116707e+03  5.241123e+01 -5.716690e+01   102     0
 6.852e+00  9.555e-02  6.398e-01  3.147e+03  1.632e+01  2.297731e+00  0.000000e+00  3.582493e-02 -3.114302e+03  5.440023e+01 -7.138513e+01   103     0
 6.845e+00 -6.375e-02  6.386e-01  3.145e+03  1.651e+01  2.270877e+00  0.000000e+00  4.601259e-02 -3.111363e+03  5.502942e+01 -8.555443e+01   104     0
 6.837e+00 -2.230e-01  6.371e-01  3.142e+03  1.669e+01  2.187054e+00  0.000000e+00  5.424989e-02 -3.107892e+03  5.562209e+01 -9.966510e+01   105     0
 6.829e+00 -3.822e-01  6.355e-01  3.138e+03  1.684e+01  2.045433e+00  0.000000e+00  5.984867e-02 -3.103887e+03  5.612314e+01 -1.137075e+02   106     0
 6.819e+00 -5.413e-01  6.336e-01  3.133e+03  1.664e+01  1.837194e+00  0.000000e+00  6.182289e-02 -3.099351e+03  5.546508e+01 -1.276719e+02   107     0
 6.808e+00 -7.003e-01  6.316e-01  3.127e+03  1.635e+01  1.538013e+00  0.000000e+00  5.841473e-02 -3.094284e+03  5.448457e+01 -1.415488e+02   108     0
 6.795e+00 -8.591e-01  6.293e-01  3.121e+03  1.589e+01  1.075304e+00  0.000000e+00  4.534709e-02 -3.088687e+03  5.295190e+01 -1.553288e+02   109     0
 6.667e+00  7.420e-01  6.424e-01  2.996e+03  1.532e+01  1.410357e+00  0.000000e+00 -1.782816e-02 -2.964968e+03  5.107647e+01 -1.275194e+01   110     0
 6.665e+00  5.828e-01  6.421e-01  2.998e+03  1.680e+01  1.848017e+00  0.000000e+00 -1.319147e-02 -2.964206e+03  5.598512e+01 -2.549514e+01   111     0
 6.662e+00  4.235e-01  6.415e-01  3.000e+03  1.803e+01  2.067754e+00  0.000000e+00 -2.561590e-03 -2.962936e+03  6.008568e+01 -3.822086e+01   112     0
 6.658e+00  2.642e-01  6.408e-01  3.000e+03  1.899e+01  2.177165e+00  0.000000e+00  1.001582e-02 -2.961158e+03  6.330542e+01 -5.092040e+01   113     0
 6.653e+00  1.049e-01  6.398e-01  2.999e+03  1.929e+01  2.211453e+00  0.000000e+00  2.273932e-02 -2.958873e+03  6.431629e+01 -6.358503e+01   114     0
 6.647e+00 -5.442e-02  6.386e-01  2.997e+03  1.967e+01  2.185162e+00  0.000000e+00  3.454250e-02 -2.956081e+03  6.557419e+01 -7.620608e+01   115     0
 6.639e+00 -2.137e-01  6.371e-01  2.994e+03  1.993e+01  2.103960e+00  0.000000e+00  4.458327e-02 -2.952782e+03  6.643025e+01 -8.877491e+01   116     0
 6.631e+00 -3.729e-01  6.355e-01  2.990e+03  1.987e+01  1.967002e+00  0.000000e+00  5.200798e-02 -2.948978e+03  6.624188e+01 -1.012829e+02   117     0
 6.621e+00 -5.320e-01  6.336e-01  2.985e+03  1.956e+01  1.765974e+00  0.000000e+00  5.577324e-02 -2.944668e+03  6.520088e+01 -1.137215e+02   118     0
 6.610e+00 -6.910e-01  6.316e-01  2.979e+03  1.891e+01  1.477605e+00  0.000000e+00  5.409270e-02 -2.939854e+03  6.304040e+01 -1.260821e+02   119     0
 6.598e+00 -8.498e-01  6.293e-01  2.972e+03  1.815e+01  1.032429e+00  0.000000e+00  4.274838e-02 -2.934536e+03  6.050725e+01 -1.383563e+02   120     0
 6.465e+00  7.511e-01  6.424e-01  2.842e+03  1.826e+01  1.348717e+00  0.000000e+00 -2.793181e-02 -2.804647e+03  6.086350e+01 -1.126888e+01   121     0
 6.464e+00  5.919e-01  6.421e-01  2.844e+03  1.948e+01  1.766911e+00  0.000000e+00 -2.562562e-02 -2.803926e+03  6.493983e+01 -2.253003e+01   122     0
 6.461e+00  4.326e-01  6.415e-01  2.846e+03  2.084e+01  1.976699e+00  0.000000e+00 -1.539658e-02 -2.802725e+03  6.945726e+01 -3.377575e+01   123     0
 6.457e+00  2.733e-01  6.408e-01  2.846e+03  2.161e+01  2.080930e+00  0.000000e+00 -2.319961e-03 -2.801043e+03  7.203280e+01 -4.499832e+01   124     0
 6.452e+00  1.139e-01  6.398e-01  2.845e+03  2.204e+01  2.113325e+00  0.000000e+00  1.141932e-02 -2.798881e+03  7.345776e+01 -5.619004e+01   125     0
 6.446e+00 -4.537e-02  6.386e-01  2.844e+03  2.241e+01  2.087757e+00  0.000000e+00  2.449615e-02 -2.796240e+03  7.468906e+01 -6.734326e+01   126     0
 6.439e+00 -2.047e-01  6.371e-01  2.841e+03  2.277e+01  2.009734e+00  0.000000e+00  3.593597e-02 -2.793120e+03  7.591579e+01 -7.845032e+01   127     0
 6.431e+00 -3.639e-01  6.355e-01  2.838e+03  2.273e+01  1.878365e+00  0.000000e+00  4.483893e-02 -2.789522e+03  7.577000e+01 -8.950362e+01   128     0
 6.421e+00 -5.230e-01  6.336e-01  2.832e+03  2.217e+01  1.685770e+00  0.000000e+00  5.008809e-02 -2.785445e+03  7.390211e+01 -1.004956e+02   129     0
 6.411e+00 -6.820e-01  6.316e-01  2.826e+03  2.133e+01  1.409890e+00  0.000000e+00  4.990094e-02 -2.780891e+03  7.108575e+01 -1.114187e+02   130     0
 6.399e+00 -8.408e-01  6.293e-01  2.818e+03  2.022e+01  9.846692e-01  0.000000e+00  4.015307e-02 -2.775860e+03  6.739288e+01 -1.222654e+02   131     0
 6.262e+00  7.599e-01  6.424e-01  2.684e+03  2.079e+01  1.280635e+00  0.000000e+00 -3.659011e-02 -2.640001e+03  6.928593e+01 -9.869350e+00   132     0
 6.260e+00  6.007e-01  6.421e-01  2.686e+03  2.231e+01  1.677397e+00  0.000000e+00 -3.629848e-02 -2.639322e+03  7.437327e+01 -1.973194e+01   133     0
 6.257e+00  4.414e-01  6.415e-01  2.688e+03  2.354e+01  1.876240e+00  0.000000e+00 -2.637737e-02 -2.638192e+03  7.847563e+01 -2.958100e+01   134     0
 6.254e+00  2.821e-01  6.408e-01  2.689e+03  2.449e+01  1.974877e+00  0.000000e+00 -1.290570e-02 -2.636609e+03  8.162775e+01 -3.940979e+01   135     0
 6.249e+00  1.227e-01  6.398e-01  2.688e+03  2.516e+01  2.005287e+00  0.000000e+00  1.589422e-03 -2.634574e+03  8.388206e+01 -4.921157e+01   136     0
 6.243e+00 -3.659e-02  6.386e-01  2.686e+03  2.536e+01  1.980729e+00  0.000000e+00  1.565757e-02 -2.632088e+03  8.453518e+01 -5.897962e+01   137     0
 6.236e+00 -1.959e-01  6.371e-01  2.684e+03  2.544e+01  1.906274e+00  0.000000e+00  2.824665e-02 -2.629151e+03  8.480977e+01 -6.870726e+01   138     0
 6.228e+00 -3.551e-01  6.355e-01  2.679e+03  2.488e+01  1.781250e+00  0.000000e+00  3.837334e-02 -2.625764e+03  8.292473e+01 -7.838780e+01   139     0
 6.219e+00 -5.142e-01  6.336e-01  2.674e+03  2.426e+01  1.598160e+00  0.000000e+00  4.486988e-02 -2.621926e+03  8.086939e+01 -8.801462e+01   140     0
 6.209e+00 -6.733e-01  6.316e-01  2.668e+03  2.360e+01  1.336146e+00  0.000000e+00  4.595876e-02 -2.617640e+03  7.865381e+01 -9.758112e+01   141     0
 6.197e+00 -8.321e-01  6.293e-01  2.660e+03  2.236e+01  9.328095e-01  0.000000e+00  3.764602e-02 -2.612905e+03  7.452629e+01 -1.070807e+02   142     0
 6.055e+00  7.684e-01  6.424e-01  2.521e+03  2.350e+01  1.207053e+00  0.000000e+00 -4.402002e-02 -2.471285e+03  7.834170e+01 -8.555512e+00   143     0
 6.054e+00  6.092e-01  6.421e-01  2.524e+03  2.515e+01  1.580594e+00  0.000000e+00 -4.545496e-02 -2.470650e+03  8.383765e+01 -1.710516e+01   144     0
 6.051e+00  4.499e-01  6.415e-01  2.526e+03  2.617e+01  1.767669e+00  0.000000e+00 -3.586944e-02 -2.469591e+03  8.722890e+01 -2.564308e+01   145     0
 6.047e+00  2.906e-01  6.408e-01  2.526e+03  2.699e+01  1.860451e+00  0.000000e+00 -2.209715e-02 -2.468109e+03  8.997987e+01 -3.416344e+01   146     0
 6.043e+00  1.312e-01  6.398e-01  2.526e+03  2.773e+01  1.888940e+00  0.000000e+00 -6.964248e-03 -2.466205e+03  9.242416e+01 -4.266037e+01   147     0
 6.037e+00 -2.810e-02  6.386e-01  2.524e+03  2.795e+01  1.865535e+00  0.000000e+00  7.925298e-03 -2.463878e+03  9.316157e+01 -5.112807e+01   148     0
 6.030e+00 -1.874e-01  6.371e-01  2.521e+03  2.772e+01  1.794993e+00  0.000000e+00  2.144034e-02 -2.461128e+03  9.241387e+01 -5.956073e+01   149     0
 6.023e+00 -3.466e-01  6.355e-01  2.516e+03  2.707e+01  1.676892e+00  0.000000e+00  3.255847e-02 -2.457957e+03  9.024709e+01 -6.795257e+01   150     0
