# resolved stresses from BC code 51 for each patch: s_strike s_dip s_normal
 4.24724e+03  7.42570e+01 -2.37289e+03
 4.24095e+03  1.48221e+02 -2.36590e+03
 4.23048e+03  2.21600e+02 -2.35428e+03
 4.21583e+03  2.94104e+02 -2.33807e+03
 4.19702e+03  3.65448e+02 -2.31734e+03
 4.17407e+03  4.35349e+02 -2.29218e+03
 4.14700e+03  5.03532e+02 -2.26267e+03
 4.11584e+03  5.69728e+02 -2.22894e+03
 4.08061e+03  6.33676e+02 -2.19113e+03
 4.04136e+03  6.95122e+02 -2.14937e+03
 3.99812e+03  7.53826e+02 -2.10383e+03
 3.95093e+03  8.09554e+02 -2.05470e+03
 3.89985e+03  8.62088e+02 -2.00217e+03
 3.84492e+03  9.11219e+02 -1.94644e+03
 3.78619e+03  9.56754e+02 -1.88774e+03
 3.72372e+03  9.98513e+02 -1.82629e+03
 3.65758e+03  1.03633e+03 -1.76234e+03
 3.58783e+03  1.07006e+03 -1.69615e+03
 3.51454e+03  1.09957e+03 -1.62796e+03
 3.43779e+03  1.12473e+03 -1.55806e+03
 3.35763e+03  1.14546e+03 -1.48672e+03
 3.27417e+03  1.16167e+03 -1.41421e+03
 3.18748e+03  1.17329e+03 -1.34083e+03
 3.09763e+03  1.18028e+03 -1.26687e+03
 3.00474e+03  1.18261e+03 -1.19261e+03
 4.07350e+03  6.60434e+01 -2.11153e+03
 4.06747e+03  1.31826e+02 -2.10531e+03
 4.05743e+03  1.97088e+02 -2.09498e+03
 4.04338e+03  2.61573e+02 -2.08056e+03
 4.02534e+03  3.25025e+02 -2.06213e+03
 4.00332e+03  3.87195e+02 -2.03975e+03
 3.97736e+03  4.47836e+02 -2.01350e+03
 3.94747e+03  5.06710e+02 -1.98351e+03
 3.91369e+03  5.63584e+02 -1.94987e+03
 3.87604e+03  6.18234e+02 -1.91273e+03
 3.83457e+03  6.70445e+02 -1.87223e+03
 3.78932e+03  7.20009e+02 -1.82853e+03
 3.74032e+03  7.66732e+02 -1.78181e+03
 3.68763e+03  8.10428e+02 -1.73225e+03
 3.63131e+03  8.50927e+02 -1.68004e+03
 3.57140e+03  8.88067e+02 -1.62539e+03
 3.50797e+03  9.21702e+02 -1.56851e+03
 3.44107e+03  9.51700e+02 -1.50964e+03
 3.37078e+03  9.77942e+02 -1.44900e+03
 3.29716e+03  1.00032e+03 -1.38683e+03
 3.22029e+03  1.01876e+03 -1.32338e+03
 3.14024e+03  1.03317e+03 -1.25889e+03
 3.05709e+03  1.04351e+03 -1.19363e+03
 2.97092e+03  1.04973e+03 -1.12785e+03
 2.88182e+03  1.05180e+03 -1.06180e+03
 3.88369e+03  5.81886e+01 -1.86159e+03
 3.87794e+03  1.16147e+02 -1.85611e+03
 3.86836e+03  1.73648e+02 -1.84700e+03
 3.85497e+03  2.30463e+02 -1.83430e+03
 3.83777e+03  2.86369e+02 -1.81806e+03
 3.81678e+03  3.41144e+02 -1.79834e+03
 3.79203e+03  3.94573e+02 -1.77522e+03
 3.76353e+03  4.46445e+02 -1.74879e+03
 3.73132e+03  4.96555e+02 -1.71916e+03
 3.69543e+03  5.44706e+02 -1.68643e+03
 3.65589e+03  5.90707e+02 -1.65075e+03
 3.61274e+03  6.34376e+02 -1.61225e+03
 3.56603e+03  6.75542e+02 -1.57108e+03
 3.51580e+03  7.14041e+02 -1.52742e+03
 3.46210e+03  7.49723e+02 -1.48141e+03
 3.40498e+03  7.82446e+02 -1.43326e+03
 3.34450e+03  8.12081e+02 -1.38315e+03
 3.28072e+03  8.38511e+02 -1.33128e+03
 3.21371e+03  8.61632e+02 -1.27785e+03
 3.14352e+03  8.81353e+02 -1.22308e+03
 3.07023e+03  8.97595e+02 -1.16717e+03
 2.99391e+03  9.10294e+02 -1.11036e+03
 2.91464e+03  9.19402e+02 -1.05286e+03
 2.83248e+03  9.24880e+02 -9.94898e+02
 2.74754e+03  9.26709e+02 -9.36709e+02
 3.67855e+03  5.07238e+01 -1.62405e+03
 3.67310e+03  1.01247e+02 -1.61928e+03
 3.66403e+03  1.51371e+02 -1.61134e+03
 3.65134e+03  2.00898e+02 -1.60027e+03
 3.63505e+03  2.49631e+02 -1.58611e+03
 3.61517e+03  2.97380e+02 -1.56892e+03
 3.59173e+03  3.43955e+02 -1.54876e+03
 3.56474e+03  3.89172e+02 -1.52573e+03
 3.53423e+03  4.32854e+02 -1.49989e+03
 3.50023e+03  4.74827e+02 -1.47137e+03
 3.46278e+03  5.14926e+02 -1.44026e+03
 3.42191e+03  5.52993e+02 -1.40670e+03
 3.37767e+03  5.88878e+02 -1.37082e+03
 3.33009e+03  6.22439e+02 -1.33275e+03
 3.27923e+03  6.53543e+02 -1.29265e+03
 3.22512e+03  6.82068e+02 -1.25068e+03
 3.16784e+03  7.07901e+02 -1.20700e+03
 3.10743e+03  7.30941e+02 -1.16178e+03
 3.04396e+03  7.51095e+02 -1.11520e+03
 2.97747e+03  7.68286e+02 -1.06745e+03
 2.90806e+03  7.82444e+02 -1.01872e+03
 2.83577e+03  7.93515e+02 -9.69195e+02
 2.76068e+03  8.01454e+02 -9.19071e+02
 2.68287e+03  8.06230e+02 -8.68547e+02
 2.60241e+03  8.07824e+02 -8.17824e+02
 3.45889e+03  4.36782e+01 -1.39986e+03
 3.45376e+03  8.71839e+01 -1.39575e+03
 3.44523e+03  1.30346e+02 -1.38891e+03
 3.43331e+03  1.72993e+02 -1.37938e+03
 3.41799e+03  2.14957e+02 -1.36719e+03
 3.39930e+03  2.56074e+02 -1.35238e+03
 3.37725e+03  2.96179e+02 -1.33503e+03
 3.35187e+03  3.35116e+02 -1.31519e+03
 3.32319e+03  3.72730e+02 -1.29295e+03
 3.29122e+03  4.08873e+02 -1.26838e+03
 3.25601e+03  4.43403e+02 -1.24160e+03
 3.21758e+03  4.76182e+02 -1.21270e+03
 3.17598e+03  5.07083e+02 -1.18180e+03
 3.13124e+03  5.35982e+02 -1.14902e+03
 3.08341e+03  5.62766e+02 -1.11449e+03
 3.03254e+03  5.87329e+02 -1.07835e+03
 2.97868e+03  6.09574e+02 -1.04073e+03
 2.92188e+03  6.29413e+02 -1.00180e+03
 2.86219e+03  6.46768e+02 -9.61690e+02
 2.79968e+03  6.61571e+02 -9.20574e+02
 2.73440e+03  6.73763e+02 -8.78610e+02
 2.66643e+03  6.83296e+02 -8.35962e+02
 2.59583e+03  6.90132e+02 -7.92801e+02
 2.52266e+03  6.94244e+02 -7.49295e+02
 2.44701e+03  6.95617e+02 -7.05617e+02
 3.22558e+03  3.70799e+01 -1.18990e+03
 3.22080e+03  7.40132e+01 -1.18641e+03
 3.21285e+03  1.10655e+02 -1.18060e+03
 3.20172e+03  1.46859e+02 -1.17251e+03
 3.18744e+03  1.82484e+02 -1.16216e+03
 3.17001e+03  2.17389e+02 -1.14959e+03
 3.14945e+03  2.51436e+02 -1.13486e+03
 3.12578e+03  2.84491e+02 -1.11802e+03
 3.09903e+03  3.16423e+02 -1.09913e+03
 3.06922e+03  3.47106e+02 -1.07828e+03
 3.03638e+03  3.76419e+02 -1.05554e+03
 3.00055e+03  4.04247e+02 -1.03101e+03
 2.96175e+03  4.30479e+02 -1.00478e+03
 2.92003e+03  4.55013e+02 -9.76951e+02
 2.87543e+03  4.77750e+02 -9.47638e+02
 2.82799e+03  4.98603e+02 -9.16954e+02
 2.77776e+03  5.17487e+02 -8.85023e+02
 2.72479e+03  5.34329e+02 -8.51968e+02
 2.66913e+03  5.49063e+02 -8.17921e+02
 2.61084e+03  5.61629e+02 -7.83016e+02
 2.54996e+03  5.71979e+02 -7.47391e+02
 2.48658e+03  5.80072e+02 -7.11186e+02
 2.42074e+03  5.85875e+02 -6.74545e+02
 2.35251e+03  5.89367e+02 -6.37612e+02
 2.28195e+03  5.90532e+02 -6.00532e+02
 2.97954e+03  3.09546e+01 -9.94991e+02
 2.97513e+03  6.17870e+01 -9.92076e+02
 2.96778e+03  9.23756e+01 -9.87231e+02
 2.95750e+03  1.22600e+02 -9.80475e+02
 2.94431e+03  1.52340e+02 -9.71835e+02
 2.92821e+03  1.81479e+02 -9.61344e+02
 2.90922e+03  2.09901e+02 -9.49045e+02
 2.88735e+03  2.37496e+02 -9.34985e+02
 2.86264e+03  2.64153e+02 -9.19220e+02
 2.83511e+03  2.89767e+02 -9.01812e+02
 2.80477e+03  3.14238e+02 -8.82831e+02
 2.77167e+03  3.37469e+02 -8.62350e+02
 2.73583e+03  3.59368e+02 -8.40451e+02
 2.69730e+03  3.79849e+02 -8.17220e+02
 2.65610e+03  3.98831e+02 -7.92749e+02
