# fault state: note that stresses are only those due to slip and do not include background stress
#    pos_1/W    pos_2/W       area        s_c    m_d*s_n           u_s           u_n           u_d           s_s           s_n           s_d pach#  grp#
 1.566e+00  1.728e-01  2.275e+00  3.854e+03 -2.348e+01  2.335894e+00  0.000000e+00  3.394244e-01 -3.913689e+03 -7.827501e+01 -5.635843e+02    33     0
 1.551e+00  9.860e-02  2.231e+00  3.822e+03 -2.116e+01  2.197265e+00  0.000000e+00  3.359003e-01 -3.876043e+03 -7.053577e+01 -6.182344e+02    34     0
 1.534e+00  2.458e-02  2.184e+00  3.787e+03 -1.821e+01  2.055627e+00  0.000000e+00  3.327047e-01 -3.834572e+03 -6.071301e+01 -6.704447e+02    35     0
 1.516e+00 -4.921e-02  2.133e+00  3.749e+03 -1.507e+01  1.914611e+00  0.000000e+00  3.291677e-01 -3.789316e+03 -5.023383e+01 -7.200088e+02    36     0
 1.496e+00 -1.227e-01  2.078e+00  3.708e+03 -1.177e+01  1.776728e+00  0.000000e+00  3.248140e-01 -3.740321e+03 -3.924639e+01 -7.667316e+02    37     0
 1.475e+00 -1.958e-01  2.020e+00  3.663e+03 -8.475e+00  1.643934e+00  0.000000e+00  3.193838e-01 -3.687634e+03 -2.825115e+01 -8.104283e+02    38     0
 1.453e+00 -2.685e-01  1.958e+00  3.614e+03 -5.246e+00  1.517343e+00  0.000000e+00  3.127133e-01 -3.631309e+03 -1.748813e+01 -8.509267e+02    39     0
 1.429e+00 -3.407e-01  1.894e+00  3.561e+03 -2.172e+00  1.397598e+00  0.000000e+00  3.047812e-01 -3.571399e+03 -7.239107e+00 -8.880669e+02    40     0
 1.403e+00 -4.122e-01  1.828e+00  3.504e+03  5.853e-01  1.285129e+00  0.000000e+00  2.956561e-01 -3.507965e+03  1.950907e+00 -9.217022e+02    41     0
 1.377e+00 -4.832e-01  1.759e+00  3.444e+03  3.296e+00  1.179818e+00  0.000000e+00  2.853812e-01 -3.441069e+03  1.098752e+01 -9.517001e+02    42     0
 1.348e+00 -5.534e-01  1.688e+00  3.379e+03  5.644e+00  1.081453e+00  0.000000e+00  2.740753e-01 -3.370778e+03  1.881461e+01 -9.779419e+02    43     0
 1.319e+00 -6.228e-01  1.615e+00  3.311e+03  7.881e+00  9.896598e-01  0.000000e+00  2.618045e-01 -3.297159e+03  2.627037e+01 -1.000324e+03    44     0
 1.288e+00 -6.913e-01  1.540e+00  3.238e+03  9.871e+00  9.037505e-01  0.000000e+00  2.485571e-01 -3.220287e+03  3.290463e+01 -1.018759e+03    45     0
 1.256e+00 -7.589e-01  1.465e+00  3.163e+03  1.175e+01  8.227155e-01  0.000000e+00  2.341416e-01 -3.140236e+03  3.915662e+01 -1.033173e+03    46     0
 1.223e+00 -8.255e-01  1.388e+00  3.084e+03  1.363e+01  7.445941e-01  0.000000e+00  2.179110e-01 -3.057088e+03  4.544257e+01 -1.043509e+03    47     0
 1.188e+00 -8.910e-01  1.311e+00  3.003e+03  1.578e+01  6.639022e-01  0.000000e+00  1.977427e-01 -2.970921e+03  5.258731e+01 -1.049728e+03    48     0
 1.153e+00 -9.555e-01  1.233e+00  2.920e+03  1.857e+01  5.544507e-01  0.000000e+00  1.647372e-01 -2.881823e+03  6.189050e+01 -1.051803e+03    49     0
 1.572e+00  7.792e-01  2.464e+00  3.963e+03  3.610e+01  2.224043e+00  0.000000e+00  3.312432e-01 -3.883687e+03  1.203404e+02 -5.818864e+01    50     0
 1.570e+00  7.064e-01  2.457e+00  3.923e+03  2.158e+01  2.824276e+00  0.000000e+00  4.004709e-01 -3.877937e+03  7.192176e+01 -1.161474e+02    51     0
 1.566e+00  6.331e-01  2.445e+00  3.888e+03  1.076e+01  3.061001e+00  0.000000e+00  4.080001e-01 -3.868360e+03  3.585054e+01 -1.736480e+02    52     0
 1.561e+00  5.595e-01  2.428e+00  3.857e+03  3.038e+00  3.135238e+00  0.000000e+00  3.976301e-01 -3.854965e+03  1.012794e+01 -2.304631e+02    53     0
 1.554e+00  4.856e-01  2.407e+00  3.828e+03 -1.954e+00  3.117181e+00  0.000000e+00  3.841293e-01 -3.837766e+03 -6.513520e+00 -2.863688e+02    54     0
 1.545e+00  4.115e-01  2.380e+00  3.801e+03 -4.724e+00  3.040285e+00  0.000000e+00  3.722909e-01 -3.816780e+03 -1.574552e+01 -3.411444e+02    55     0
 1.535e+00  3.372e-01  2.350e+00  3.773e+03 -6.027e+00  2.924297e+00  0.000000e+00  3.631389e-01 -3.792026e+03 -2.008908e+01 -3.945734e+02    56     0
 1.524e+00  2.628e-01  2.314e+00  3.744e+03 -6.068e+00  2.782501e+00  0.000000e+00  3.562682e-01 -3.763531e+03 -2.022804e+01 -4.464455e+02    57     0
 1.511e+00  1.885e-01  2.275e+00  3.714e+03 -5.215e+00  2.624707e+00  0.000000e+00  3.508755e-01 -3.731321e+03 -1.738293e+01 -4.965554e+02    58     0
 1.496e+00  1.141e-01  2.231e+00  3.682e+03 -3.404e+00  2.458400e+00  0.000000e+00  3.461017e-01 -3.695429e+03 -1.134797e+01 -5.447059e+02    59     0
 1.480e+00  3.996e-02  2.184e+00  3.647e+03 -1.553e+00  2.289313e+00  0.000000e+00  3.412682e-01 -3.655890e+03 -5.175093e+00 -5.907066e+02    60     0
 1.463e+00 -3.401e-02  2.133e+00  3.610e+03  7.609e-01  2.121916e+00  0.000000e+00  3.358384e-01 -3.612744e+03  2.536436e+00 -6.343759e+02    61     0
 1.444e+00 -1.077e-01  2.078e+00  3.568e+03  2.997e+00  1.959213e+00  0.000000e+00  3.294674e-01 -3.566031e+03  9.991189e+00 -6.755418e+02    62     0
 1.424e+00 -1.810e-01  2.020e+00  3.523e+03  5.321e+00  1.803509e+00  0.000000e+00  3.219786e-01 -3.515800e+03  1.773635e+01 -7.140415e+02    63     0
 1.402e+00 -2.539e-01  1.958e+00  3.475e+03  7.575e+00  1.656034e+00  0.000000e+00  3.132938e-01 -3.462099e+03  2.524875e+01 -7.497233e+02    64     0
 1.379e+00 -3.263e-01  1.894e+00  3.422e+03  9.639e+00  1.517485e+00  0.000000e+00  3.034464e-01 -3.404981e+03  3.212855e+01 -7.824463e+02    65     0
 1.354e+00 -3.982e-01  1.828e+00  3.367e+03  1.163e+01  1.388264e+00  0.000000e+00  2.925440e-01 -3.344503e+03  3.876069e+01 -8.120812e+02    66     0
 1.328e+00 -4.694e-01  1.759e+00  3.307e+03  1.332e+01  1.268115e+00  0.000000e+00  2.806819e-01 -3.280724e+03  4.440407e+01 -8.385114e+02    67     0
 1.301e+00 -5.398e-01  1.688e+00  3.244e+03  1.493e+01  1.156671e+00  0.000000e+00  2.679727e-01 -3.213708e+03  4.975414e+01 -8.616322e+02    68     0
 1.273e+00 -6.095e-01  1.615e+00  3.177e+03  1.632e+01  1.053407e+00  0.000000e+00  2.545175e-01 -3.143520e+03  5.439470e+01 -8.813526e+02    69     0
 1.243e+00 -6.784e-01  1.540e+00  3.106e+03  1.747e+01  9.573906e-01  0.000000e+00  2.402983e-01 -3.070230e+03  5.824324e+01 -8.975947e+02    70     0
 1.212e+00 -7.463e-01  1.465e+00  3.032e+03  1.856e+01  8.673896e-01  0.000000e+00  2.251459e-01 -2.993909e+03  6.185185e+01 -9.102944e+02    71     0
 1.180e+00 -8.132e-01  1.388e+00  2.956e+03  1.972e+01  7.809976e-01  0.000000e+00  2.084580e-01 -2.914635e+03  6.574847e+01 -9.194016e+02    72     0
 1.147e+00 -8.791e-01  1.311e+00  2.876e+03  2.091e+01  6.917310e-01  0.000000e+00  1.883546e-01 -2.832484e+03  6.971660e+01 -9.248803e+02    73     0
 1.112e+00 -9.439e-01  1.233e+00  2.795e+03  2.258e+01  5.702200e-01  0.000000e+00  1.567173e-01 -2.747537e+03  7.526132e+01 -9.267090e+02    74     0
 1.514e+00  7.949e-01  2.464e+00  3.770e+03  4.145e+01  2.288935e+00  0.000000e+00  2.497644e-01 -3.678545e+03  1.381603e+02 -5.072376e+01    75     0
 1.512e+00  7.221e-01  2.457e+00  3.743e+03  3.227e+01  2.941590e+00  0.000000e+00  3.217028e-01 -3.673099e+03  1.075611e+02 -1.012471e+02    76     0
 1.508e+00  6.488e-01  2.445e+00  3.717e+03  2.500e+01  3.211643e+00  0.000000e+00  3.460789e-01 -3.664028e+03  8.334881e+01 -1.513711e+02    77     0
 1.503e+00  5.752e-01  2.428e+00  3.692e+03  1.945e+01  3.301559e+00  0.000000e+00  3.516586e-01 -3.651340e+03  6.484835e+01 -2.008975e+02    78     0
 1.496e+00  5.012e-01  2.407e+00  3.666e+03  1.534e+01  3.286488e+00  0.000000e+00  3.501748e-01 -3.635050e+03  5.113040e+01 -2.496313e+02    79     0
 1.488e+00  4.270e-01  2.380e+00  3.640e+03  1.299e+01  3.204201e+00  0.000000e+00  3.466337e-01 -3.615172e+03  4.329635e+01 -2.973798e+02    80     0
 1.478e+00  3.526e-01  2.350e+00  3.614e+03  1.176e+01  3.077489e+00  0.000000e+00  3.429033e-01 -3.591726e+03  3.919835e+01 -3.439546e+02    81     0
 1.467e+00  2.781e-01  2.314e+00  3.586e+03  1.143e+01  2.921783e+00  0.000000e+00  3.393710e-01 -3.564736e+03  3.810183e+01 -3.891721e+02    82     0
 1.454e+00  2.036e-01  2.275e+00  3.557e+03  1.191e+01  2.748540e+00  0.000000e+00  3.358341e-01 -3.534228e+03  3.969537e+01 -4.328535e+02    83     0
 1.440e+00  1.291e-01  2.231e+00  3.525e+03  1.279e+01  2.566300e+00  0.000000e+00  3.318878e-01 -3.500231e+03  4.263221e+01 -4.748269e+02    84     0
 1.425e+00  5.479e-02  2.184e+00  3.490e+03  1.396e+01  2.381557e+00  0.000000e+00  3.271624e-01 -3.462781e+03  4.651878e+01 -5.149263e+02    85     0
 1.408e+00 -1.935e-02  2.133e+00  3.452e+03  1.525e+01  2.199396e+00  0.000000e+00  3.214037e-01 -3.421913e+03  5.081771e+01 -5.529934e+02    86     0
 1.390e+00 -9.323e-02  2.078e+00  3.411e+03  1.657e+01  2.023101e+00  0.000000e+00  3.144383e-01 -3.377668e+03  5.524971e+01 -5.888782e+02    87     0
 1.370e+00 -1.668e-01  2.020e+00  3.367e+03  1.802e+01  1.855218e+00  0.000000e+00  3.062451e-01 -3.330090e+03  6.005133e+01 -6.224388e+02    88     0
 1.350e+00 -2.399e-01  1.958e+00  3.319e+03  1.935e+01  1.696983e+00  0.000000e+00  2.968478e-01 -3.279226e+03  6.450091e+01 -6.535431e+02    89     0
 1.327e+00 -3.125e-01  1.894e+00  3.268e+03  2.044e+01  1.549102e+00  0.000000e+00  2.863584e-01 -3.225125e+03  6.813815e+01 -6.820682e+02    90     0
 1.304e+00 -3.846e-01  1.828e+00  3.213e+03  2.149e+01  1.411897e+00  0.000000e+00  2.749327e-01 -3.167842e+03  7.162326e+01 -7.079013e+02    91     0
 1.279e+00 -4.561e-01  1.759e+00  3.154e+03  2.231e+01  1.285000e+00  0.000000e+00  2.627052e-01 -3.107432e+03  7.437607e+01 -7.309408e+02    92     0
 1.253e+00 -5.268e-01  1.688e+00  3.093e+03  2.317e+01  1.167932e+00  0.000000e+00  2.498040e-01 -3.043955e+03  7.723688e+01 -7.510955e+02    93     0
 1.225e+00 -5.968e-01  1.615e+00  3.028e+03  2.362e+01  1.059978e+00  0.000000e+00  2.363468e-01 -2.977475e+03  7.873140e+01 -7.682860e+02    94     0
 1.197e+00 -6.659e-01  1.540e+00  2.959e+03  2.405e+01  9.601051e-01  0.000000e+00  2.223254e-01 -2.908056e+03  8.017305e+01 -7.824445e+02    95     0
 1.167e+00 -7.342e-01  1.465e+00  2.888e+03  2.445e+01  8.668797e-01  0.000000e+00  2.076067e-01 -2.835767e+03  8.149924e+01 -7.935150e+02    96     0
 1.136e+00 -8.014e-01  1.388e+00  2.814e+03  2.487e+01  7.776239e-01  0.000000e+00  1.916803e-01 -2.760680e+03  8.289440e+01 -8.014538e+02    97     0
 1.104e+00 -8.676e-01  1.311e+00  2.737e+03  2.525e+01  6.853808e-01  0.000000e+00  1.729178e-01 -2.682868e+03  8.416085e+01 -8.062297e+02    98     0
 1.071e+00 -9.327e-01  1.233e+00  2.658e+03  2.588e+01  5.603695e-01  0.000000e+00  1.439343e-01 -2.602408e+03  8.625612e+01 -8.078237e+02    99     0
 1.454e+00  8.101e-01  2.464e+00  3.561e+03  4.571e+01  2.271333e+00  0.000000e+00  1.640772e-01 -3.458886e+03  1.523713e+02 -4.367821e+01   100     0
 1.452e+00  7.372e-01  2.457e+00  3.544e+03  4.092e+01  2.940461e+00  0.000000e+00  2.283463e-01 -3.453764e+03  1.364076e+02 -8.718386e+01   101     0
 1.448e+00  6.639e-01  2.445e+00  3.526e+03  3.671e+01  3.227805e+00  0.000000e+00  2.626945e-01 -3.445235e+03  1.223812e+02 -1.303456e+02   102     0
 1.443e+00  5.902e-01  2.428e+00  3.506e+03  3.317e+01  3.328822e+00  0.000000e+00  2.818543e-01 -3.433305e+03  1.105600e+02 -1.729928e+02   103     0
 1.437e+00  5.162e-01  2.407e+00  3.484e+03  3.043e+01  3.318389e+00  0.000000e+00  2.928171e-01 -3.417987e+03  1.014439e+02 -2.149574e+02   104     0
 1.429e+00  4.419e-01  2.380e+00  3.461e+03  2.868e+01  3.235732e+00  0.000000e+00  2.992949e-01 -3.399296e+03  9.559302e+01 -2.560737e+02   105     0
 1.419e+00  3.674e-01  2.350e+00  3.437e+03  2.759e+01  3.105259e+00  0.000000e+00  3.031112e-01 -3.377251e+03  9.196300e+01 -2.961792e+02   106     0
 1.409e+00  2.928e-01  2.314e+00  3.410e+03  2.724e+01  2.943790e+00  0.000000e+00  3.050127e-01 -3.351872e+03  9.081229e+01 -3.351160e+02   107     0
 1.397e+00  2.182e-01  2.275e+00  3.382e+03  2.724e+01  2.763744e+00  0.000000e+00  3.052418e-01 -3.323186e+03  9.080367e+01 -3.727300e+02   108     0
 1.383e+00  1.436e-01  2.231e+00  3.350e+03  2.735e+01  2.574408e+00  0.000000e+00  3.038082e-01 -3.291220e+03  9.116726e+01 -4.088733e+02   109     0
 1.369e+00  6.905e-02  2.184e+00  3.316e+03  2.795e+01  2.382877e+00  0.000000e+00  3.006799e-01 -3.256005e+03  9.315569e+01 -4.434029e+02   110     0
 1.352e+00 -5.262e-03  2.133e+00  3.279e+03  2.845e+01  2.194475e+00  0.000000e+00  2.958912e-01 -3.217578e+03  9.483246e+01 -4.761824e+02   111     0
 1.335e+00 -7.932e-02  2.078e+00  3.239e+03  2.897e+01  2.012768e+00  0.000000e+00  2.894943e-01 -3.175975e+03  9.657883e+01 -5.070828e+02   112     0
 1.316e+00 -1.531e-01  2.020e+00  3.195e+03  2.956e+01  1.840336e+00  0.000000e+00  2.816364e-01 -3.131238e+03  9.853546e+01 -5.359819e+02   113     0
 1.296e+00 -2.264e-01  1.958e+00  3.148e+03  2.983e+01  1.678428e+00  0.000000e+00  2.724823e-01 -3.083411e+03  9.943880e+01 -5.627658e+02   114     0
 1.275e+00 -2.992e-01  1.894e+00  3.098e+03  3.022e+01  1.527748e+00  0.000000e+00  2.622173e-01 -3.032541e+03  1.007265e+02 -5.873287e+02   115     0
 1.252e+00 -3.716e-01  1.828e+00  3.044e+03  3.032e+01  1.388496e+00  0.000000e+00  2.510835e-01 -2.978678e+03  1.010509e+02 -6.095736e+02   116     0
 1.228e+00 -4.433e-01  1.759e+00  2.988e+03  3.050e+01  1.260260e+00  0.000000e+00  2.392327e-01 -2.921875e+03  1.016785e+02 -6.294129e+02   117     0
 1.203e+00 -5.143e-01  1.688e+00  2.928e+03  3.033e+01  1.142400e+00  0.000000e+00  2.268453e-01 -2.862189e+03  1.011016e+02 -6.467681e+02   118     0
 1.177e+00 -5.845e-01  1.615e+00  2.865e+03  3.014e+01  1.034155e+00  0.000000e+00  2.140308e-01 -2.799679e+03  1.004621e+02 -6.615709e+02   119     0
 1.149e+00 -6.539e-01  1.540e+00  2.799e+03  2.991e+01  9.343847e-01  0.000000e+00  2.008215e-01 -2.734405e+03  9.971192e+01 -6.737627e+02   120     0
 1.121e+00 -7.225e-01  1.465e+00  2.731e+03  2.960e+01  8.415189e-01  0.000000e+00  1.871153e-01 -2.666433e+03  9.868022e+01 -6.832955e+02   121     0
 1.091e+00 -7.900e-01  1.388e+00  2.659e+03  2.926e+01  7.527688e-01  0.000000e+00  1.724940e-01 -2.595829e+03  9.752409e+01 -6.901316e+02   122     0
 1.060e+00 -8.566e-01  1.311e+00  2.585e+03  2.898e+01  6.611298e-01  0.000000e+00  1.555330e-01 -2.522664e+03  9.659838e+01 -6.942441e+02   123     0
 1.028e+00 -9.220e-01  1.233e+00  2.509e+03  2.877e+01  5.377254e-01  0.000000e+00  1.295676e-01 -2.447009e+03  9.591587e+01 -6.956168e+02   124     0
 1.392e+00  8.246e-01  2.464e+00  3.335e+03  4.921e+01  2.195289e+00  0.000000e+00  8.027226e-02 -3.225577e+03  1.640344e+02 -3.707986e+01   125     0
 1.390e+00  7.517e-01  2.457e+00  3.328e+03  4.804e+01  2.855564e+00  0.000000e+00  1.316767e-01 -3.220802e+03  1.601234e+02 -7.401323e+01   126     0
 1.387e+00  6.784e-01  2.445e+00  3.316e+03  4.644e+01  3.147024e+00  0.000000e+00  1.708072e-01 -3.212847e+03  1.548162e+02 -1.106547e+02   127     0
 1.382e+00  6.046e-01  2.428e+00  3.302e+03  4.492e+01  3.254255e+00  0.000000e+00  2.003870e-01 -3.201723e+03  1.497477e+02 -1.468592e+02   128     0
 1.376e+00  5.305e-01  2.407e+00  3.284e+03  4.359e+01  3.248773e+00  0.000000e+00  2.226254e-01 -3.187438e+03  1.452951e+02 -1.824844e+02   129     0
 1.368e+00  4.562e-01  2.380e+00  3.264e+03  4.253e+01  3.169148e+00  0.000000e+00  2.392688e-01 -3.170008e+03  1.417619e+02 -2.173893e+02   130     0
 1.359e+00  3.816e-01  2.350e+00  3.242e+03  4.185e+01  3.040242e+00  0.000000e+00  2.514900e-01 -3.149449e+03  1.394883e+02 -2.514362e+02   131     0
 1.349e+00  3.069e-01  2.314e+00  3.217e+03  4.121e+01  2.879359e+00  0.000000e+00  2.600071e-01 -3.125782e+03  1.373743e+02 -2.844909e+02   132     0
 1.338e+00  2.321e-01  2.275e+00  3.189e+03  4.086e+01  2.699415e+00  0.000000e+00  2.652537e-01 -3.099031e+03  1.362050e+02 -3.164227e+02   133     0
 1.325e+00  1.574e-01  2.231e+00  3.159e+03  4.064e+01  2.510109e+00  0.000000e+00  2.675339e-01 -3.069221e+03  1.354590e+02 -3.471059e+02   134     0
 1.311e+00  8.272e-02  2.184e+00  3.126e+03  4.047e+01  2.318757e+00  0.000000e+00  2.671172e-01 -3.036382e+03  1.349042e+02 -3.764192e+02   135     0
 1.295e+00  8.251e-03  2.133e+00  3.090e+03  4.029e+01  2.130868e+00  0.000000e+00  2.642920e-01 -3.000547e+03  1.342950e+02 -4.042468e+02   136     0
 1.278e+00 -6.599e-02  2.078e+00  3.050e+03  4.006e+01  1.950067e+00  0.000000e+00  2.593450e-01 -2.961750e+03  1.335465e+02 -4.304792e+02   137     0
 1.260e+00 -1.399e-01  2.020e+00  3.008e+03  3.979e+01  1.778948e+00  0.000000e+00  2.526052e-01 -2.920031e+03  1.326225e+02 -4.550125e+02   138     0
 1.241e+00 -2.134e-01  1.958e+00  2.962e+03  3.931e+01  1.618761e+00  0.000000e+00  2.443743e-01 -2.875429e+03  1.310280e+02 -4.777502e+02   139     0
 1.221e+00 -2.865e-01  1.894e+00  2.914e+03  3.891e+01  1.470165e+00  0.000000e+00  2.349505e-01 -2.827990e+03  1.297013e+02 -4.986025e+02   140     0
 1.199e+00 -3.591e-01  1.828e+00  2.862e+03  3.832e+01  1.333276e+00  0.000000e+00  2.246330e-01 -2.777761e+03  1.277216e+02 -5.174869e+02   141     0
 1.176e+00 -4.310e-01  1.759e+00  2.808e+03  3.768e+01  1.207612e+00  0.000000e+00  2.136410e-01 -2.724789e+03  1.255836e+02 -5.343291e+02   142     0
 1.152e+00 -5.022e-01  1.688e+00  2.750e+03  3.679e+01  1.092466e+00  0.000000e+00  2.021760e-01 -2.669130e+03  1.226218e+02 -5.490625e+02   143     0
 1.127e+00 -5.728e-01  1.615e+00  2.690e+03  3.598e+01  9.870654e-01  0.000000e+00  1.903801e-01 -2.610835e+03  1.199244e+02 -5.616291e+02   144     0
 1.101e+00 -6.425e-01  1.540e+00  2.627e+03  3.508e+01  8.901669e-01  0.000000e+00  1.783078e-01 -2.549964e+03  1.169419e+02 -5.719792e+02   145     0
 1.073e+00 -7.113e-01  1.465e+00  2.561e+03  3.412e+01  8.001667e-01  0.000000e+00  1.658952e-01 -2.486577e+03  1.137282e+02 -5.800719e+02   146     0
 1.045e+00 -7.791e-01  1.388e+00  2.493e+03  3.314e+01  7.142874e-01  0.000000e+00  1.528016e-01 -2.420736e+03  1.104733e+02 -5.858752e+02   147     0
 1.015e+00 -8.460e-01  1.311e+00  2.423e+03  3.217e+01  6.257301e-01  0.000000e+00  1.377880e-01 -2.352506e+03  1.072258e+02 -5.893665e+02   148     0
 9.850e-01 -9.118e-01  1.233e+00  2.350e+03  3.126e+01  5.071985e-01  0.000000e+00  1.149144e-01 -2.281954e+03  1.042145e+02 -5.905318e+02   149     0
 1.329e+00  8.385e-01  2.464e+00  3.097e+03  5.244e+01  2.074776e+00  0.000000e+00  1.058149e-03 -2.979537e+03  1.747841e+02 -3.095463e+01   150     0
