# fault state: note that stresses are only those due to slip and do not include background stress
#    pos_1/W    pos_2/W       area        s_c    m_d*s_n           u_s           u_n           u_d           s_s           s_n           s_d pach#  grp#
 8.110e+00 -7.726e-01  6.316e-01  1.432e+03 -1.550e+00  5.143078e-01  0.000000e+00  2.001581e-02 -1.440206e+03 -5.167318e+00 -9.656273e+01    31     0
 8.095e+00 -9.313e-01  6.293e-01  1.428e+03 -5.992e-01  3.694552e-01  0.000000e+00  1.360189e-02 -1.434357e+03 -1.997228e+00 -1.057241e+02    32     0
 8.001e+00  6.709e-01  6.424e-01  1.357e+03  1.576e+00  4.898521e-01  0.000000e+00  3.173817e-02 -1.357960e+03  5.251767e+00 -8.693888e+00    33     0
 7.999e+00  5.117e-01  6.421e-01  1.355e+03  9.985e-01  6.395348e-01  0.000000e+00  4.146200e-02 -1.357182e+03  3.328355e+00 -1.737633e+01    34     0
 7.995e+00  3.525e-01  6.415e-01  1.352e+03  5.239e-01  7.116070e-01  0.000000e+00  4.473008e-02 -1.355887e+03  1.746170e+00 -2.603589e+01    35     0
 7.990e+00  1.932e-01  6.408e-01  1.349e+03  1.600e-01  7.457478e-01  0.000000e+00  4.465587e-02 -1.354075e+03  5.333579e-01 -3.466120e+01    36     0
 7.984e+00  3.392e-02  6.398e-01  1.346e+03 -1.065e-01  7.556724e-01  0.000000e+00  4.268719e-02 -1.351748e+03 -3.548950e-01 -4.324094e+01    37     0
 7.977e+00 -1.253e-01  6.386e-01  1.343e+03 -2.342e-01  7.471733e-01  0.000000e+00  3.966820e-02 -1.348909e+03 -7.806322e-01 -5.176386e+01    38     0
 7.968e+00 -2.845e-01  6.371e-01  1.340e+03 -1.856e-01  7.223206e-01  0.000000e+00  3.610046e-02 -1.345559e+03 -6.186229e-01 -6.021885e+01    39     0
 7.957e+00 -4.436e-01  6.355e-01  1.337e+03  8.378e-02  6.804725e-01  0.000000e+00  3.224668e-02 -1.341703e+03  2.792716e-01 -6.859491e+01    40     0
 7.946e+00 -6.026e-01  6.336e-01  1.333e+03  4.942e-01  6.177818e-01  0.000000e+00  2.814328e-02 -1.337344e+03  1.647168e+00 -7.688119e+01    41     0
 7.933e+00 -7.615e-01  6.316e-01  1.330e+03  1.015e+00  5.244310e-01  0.000000e+00  2.345606e-02 -1.332486e+03  3.383428e+00 -8.506700e+01    42     0
 7.918e+00 -9.202e-01  6.293e-01  1.326e+03  1.453e+00  3.727908e-01  0.000000e+00  1.681919e-02 -1.327133e+03  4.843096e+00 -9.314186e+01    43     0
 7.819e+00  6.818e-01  6.424e-01  1.252e+03  2.463e+00  4.846962e-01  0.000000e+00  1.818392e-02 -1.251179e+03  8.208571e+00 -7.615523e+00    44     0
 7.817e+00  5.226e-01  6.421e-01  1.251e+03  2.479e+00  6.348630e-01  0.000000e+00  2.585876e-02 -1.250470e+03  8.264446e+00 -1.522111e+01    45     0
 7.813e+00  3.634e-01  6.415e-01  1.250e+03  2.446e+00  7.087671e-01  0.000000e+00  3.026332e-02 -1.249289e+03  8.153387e+00 -2.280685e+01    46     0
 7.809e+00  2.041e-01  6.408e-01  1.248e+03  2.375e+00  7.446176e-01  0.000000e+00  3.258688e-02 -1.247637e+03  7.918135e+00 -3.036286e+01    47     0
 7.803e+00  4.484e-02  6.398e-01  1.246e+03  2.324e+00  7.555129e-01  0.000000e+00  3.342490e-02 -1.245516e+03  7.746888e+00 -3.787931e+01    48     0
 7.795e+00 -1.144e-01  6.386e-01  1.243e+03  2.379e+00  7.470391e-01  0.000000e+00  3.319574e-02 -1.242928e+03  7.931637e+00 -4.534646e+01    49     0
 7.787e+00 -2.736e-01  6.371e-01  1.241e+03  2.481e+00  7.212678e-01  0.000000e+00  3.218675e-02 -1.239874e+03  8.270712e+00 -5.275464e+01    50     0
 7.777e+00 -4.327e-01  6.355e-01  1.237e+03  2.624e+00  6.777154e-01  0.000000e+00  3.053218e-02 -1.236359e+03  8.748251e+00 -6.009430e+01    51     0
 7.765e+00 -5.918e-01  6.336e-01  1.234e+03  2.863e+00  6.128611e-01  0.000000e+00  2.815123e-02 -1.232384e+03  9.544434e+00 -6.735601e+01    52     0
 7.753e+00 -7.507e-01  6.316e-01  1.230e+03  3.080e+00  5.175334e-01  0.000000e+00  2.456274e-02 -1.227954e+03  1.026696e+01 -7.453049e+01    53     0
 7.738e+00 -9.094e-01  6.293e-01  1.226e+03  3.184e+00  3.655406e-01  0.000000e+00  1.816719e-02 -1.223073e+03  1.061388e+01 -8.160862e+01    54     0
 7.634e+00  6.925e-01  6.424e-01  1.151e+03  3.325e+00  4.699974e-01  0.000000e+00  7.310034e-03 -1.147874e+03  1.108372e+01 -6.631155e+00    55     0
 7.632e+00  5.333e-01  6.421e-01  1.151e+03  3.673e+00  6.164607e-01  0.000000e+00  1.289130e-02 -1.147230e+03  1.224439e+01 -1.325374e+01    56     0
 7.629e+00  3.741e-01  6.415e-01  1.150e+03  3.941e+00  6.894272e-01  0.000000e+00  1.766754e-02 -1.146158e+03  1.313548e+01 -1.985918e+01    57     0
 7.624e+00  2.148e-01  6.408e-01  1.149e+03  4.192e+00  7.253472e-01  0.000000e+00  2.147884e-02 -1.144658e+03  1.397363e+01 -2.643897e+01    58     0
 7.618e+00  5.550e-02  6.398e-01  1.148e+03  4.372e+00  7.365453e-01  0.000000e+00  2.431106e-02 -1.142732e+03  1.457381e+01 -3.298462e+01    59     0
 7.611e+00 -1.038e-01  6.386e-01  1.146e+03  4.476e+00  7.282651e-01  0.000000e+00  2.622726e-02 -1.140381e+03  1.491907e+01 -3.948771e+01    60     0
 7.602e+00 -2.630e-01  6.371e-01  1.143e+03  4.535e+00  7.024986e-01  0.000000e+00  2.728806e-02 -1.137608e+03  1.511567e+01 -4.593990e+01    61     0
 7.593e+00 -4.221e-01  6.355e-01  1.140e+03  4.631e+00  6.588820e-01  0.000000e+00  2.747842e-02 -1.134414e+03  1.543539e+01 -5.233293e+01    62     0
 7.582e+00 -5.812e-01  6.336e-01  1.137e+03  4.693e+00  5.942227e-01  0.000000e+00  2.660846e-02 -1.130804e+03  1.564176e+01 -5.865866e+01    63     0
 7.569e+00 -7.401e-01  6.316e-01  1.133e+03  4.677e+00  5.000254e-01  0.000000e+00  2.410032e-02 -1.126780e+03  1.559075e+01 -6.490908e+01    64     0
 7.556e+00 -8.988e-01  6.293e-01  1.128e+03  4.630e+00  3.516994e-01  0.000000e+00  1.826978e-02 -1.122345e+03  1.543212e+01 -7.107629e+01    65     0
 7.446e+00  7.029e-01  6.424e-01  1.053e+03  4.247e+00  4.489409e-01  0.000000e+00 -1.170992e-03 -1.048205e+03  1.415638e+01 -5.736250e+00    66     0
 7.444e+00  5.437e-01  6.421e-01  1.054e+03  4.864e+00  5.891053e-01  0.000000e+00  2.545774e-03 -1.047623e+03  1.621383e+01 -1.146515e+01    67     0
 7.441e+00  3.845e-01  6.415e-01  1.054e+03  5.306e+00  6.593850e-01  0.000000e+00  7.303718e-03 -1.046653e+03  1.768639e+01 -1.717935e+01    68     0
 7.436e+00  2.252e-01  6.408e-01  1.053e+03  5.588e+00  6.942616e-01  0.000000e+00  1.198526e-02 -1.045297e+03  1.862505e+01 -2.287153e+01    69     0
 7.431e+00  6.591e-02  6.398e-01  1.052e+03  5.820e+00  7.052545e-01  0.000000e+00  1.614883e-02 -1.043555e+03  1.939835e+01 -2.853443e+01    70     0
 7.424e+00 -9.336e-02  6.386e-01  1.050e+03  6.002e+00  6.972442e-01  0.000000e+00  1.959619e-02 -1.041429e+03  2.000562e+01 -3.416082e+01    71     0
 7.415e+00 -2.526e-01  6.371e-01  1.048e+03  6.047e+00  6.721011e-01  0.000000e+00  2.220954e-02 -1.038921e+03  2.015736e+01 -3.974354e+01    72     0
 7.406e+00 -4.117e-01  6.355e-01  1.045e+03  6.120e+00  6.295382e-01  0.000000e+00  2.384390e-02 -1.036032e+03  2.039877e+01 -4.527550e+01    73     0
 7.395e+00 -5.708e-01  6.336e-01  1.042e+03  6.049e+00  5.666554e-01  0.000000e+00  2.421839e-02 -1.032766e+03  2.016307e+01 -5.074972e+01    74     0
 7.383e+00 -7.297e-01  6.316e-01  1.038e+03  5.946e+00  4.756478e-01  0.000000e+00  2.270288e-02 -1.029126e+03  1.982024e+01 -5.615930e+01    75     0
 7.370e+00 -8.885e-01  6.293e-01  1.034e+03  5.772e+00  3.335680e-01  0.000000e+00  1.760431e-02 -1.025114e+03  1.924060e+01 -6.149746e+01    76     0
 7.255e+00  7.131e-01  6.424e-01  9.594e+02  5.169e+00  4.236216e-01  0.000000e+00 -7.636459e-03 -9.523268e+02  1.723015e+01 -4.926344e+00    77     0
 7.254e+00  5.539e-01  6.421e-01  9.607e+02  5.949e+00  5.558589e-01  0.000000e+00 -5.474959e-03 -9.518027e+02  1.982914e+01 -9.846422e+00    78     0
 7.250e+00  3.947e-01  6.415e-01  9.609e+02  6.428e+00  6.223536e-01  0.000000e+00 -9.210366e-04 -9.509298e+02  2.142646e+01 -1.475398e+01    79     0
 7.246e+00  2.354e-01  6.408e-01  9.606e+02  6.806e+00  6.554789e-01  0.000000e+00  4.223596e-03 -9.497086e+02  2.268654e+01 -1.964278e+01    80     0
 7.240e+00  7.605e-02  6.398e-01  9.596e+02  7.073e+00  6.659428e-01  0.000000e+00  9.226062e-03 -9.481404e+02  2.357590e+01 -2.450663e+01    81     0
 7.234e+00 -8.323e-02  6.386e-01  9.582e+02  7.262e+00  6.582437e-01  0.000000e+00  1.370908e-02 -9.462264e+02  2.420556e+01 -2.933938e+01    82     0
 7.226e+00 -2.425e-01  6.371e-01  9.560e+02  7.299e+00  6.341202e-01  0.000000e+00  1.742394e-02 -9.439683e+02  2.433064e+01 -3.413490e+01    83     0
 7.216e+00 -4.016e-01  6.355e-01  9.533e+02  7.260e+00  5.933499e-01  0.000000e+00  2.013205e-02 -9.413679e+02  2.419926e+01 -3.888718e+01    84     0
 7.206e+00 -5.607e-01  6.336e-01  9.502e+02  7.189e+00  5.333053e-01  0.000000e+00  2.148763e-02 -9.384276e+02  2.396390e+01 -4.359024e+01    85     0
 7.194e+00 -7.196e-01  6.316e-01  9.464e+02  6.986e+00  4.468233e-01  0.000000e+00  2.083215e-02 -9.351496e+02  2.328556e+01 -4.823822e+01    86     0
 7.181e+00 -8.784e-01  6.293e-01  9.422e+02  6.724e+00  3.126710e-01  0.000000e+00  1.651068e-02 -9.315369e+02  2.241288e+01 -5.282532e+01    87     0
 7.062e+00  7.230e-01  6.424e-01  8.695e+02  6.056e+00  3.955057e-01  0.000000e+00 -1.244698e-02 -8.603858e+02  2.018787e+01 -4.197028e+00    88     0
 7.060e+00  5.638e-01  6.421e-01  8.708e+02  6.813e+00  5.188100e-01  0.000000e+00 -1.153379e-02 -8.599165e+02  2.270861e+01 -8.388759e+00    89     0
 7.057e+00  4.045e-01  6.415e-01  8.715e+02  7.427e+00  5.808762e-01  0.000000e+00 -7.265488e-03 -8.591348e+02  2.475757e+01 -1.256990e+01    90     0
 7.053e+00  2.452e-01  6.408e-01  8.715e+02  7.900e+00  6.118250e-01  0.000000e+00 -1.920653e-03 -8.580412e+02  2.633313e+01 -1.673519e+01    91     0
 7.047e+00  8.593e-02  6.398e-01  8.708e+02  8.215e+00  6.215483e-01  0.000000e+00  3.574962e-03 -8.566368e+02  2.738213e+01 -2.087938e+01    92     0
 7.041e+00 -7.336e-02  6.386e-01  8.693e+02  8.316e+00  6.141870e-01  0.000000e+00  8.720362e-03 -8.549227e+02  2.771875e+01 -2.499727e+01    93     0
 7.033e+00 -2.326e-01  6.371e-01  8.674e+02  8.365e+00  5.913537e-01  0.000000e+00  1.317861e-02 -8.529003e+02  2.788467e+01 -2.908369e+01    94     0
 7.024e+00 -3.918e-01  6.355e-01  8.649e+02  8.305e+00  5.528547e-01  0.000000e+00  1.664632e-02 -8.505713e+02  2.768364e+01 -3.313353e+01    95     0
 7.014e+00 -5.509e-01  6.336e-01  8.620e+02  8.169e+00  4.963314e-01  0.000000e+00  1.874008e-02 -8.479375e+02  2.722993e+01 -3.714175e+01    96     0
 7.002e+00 -7.098e-01  6.316e-01  8.584e+02  7.880e+00  4.152344e-01  0.000000e+00  1.879596e-02 -8.450014e+02  2.626517e+01 -4.110337e+01    97     0
 6.989e+00 -8.686e-01  6.293e-01  8.543e+02  7.512e+00  2.900636e-01  0.000000e+00  1.522109e-02 -8.417651e+02  2.504016e+01 -4.501351e+01    98     0
 6.866e+00  7.326e-01  6.424e-01  7.836e+02  6.902e+00  3.656671e-01  0.000000e+00 -1.591374e-02 -7.725245e+02  2.300817e+01 -3.543945e+00    99     0
 6.864e+00  5.734e-01  6.421e-01  7.850e+02  7.675e+00  4.794627e-01  0.000000e+00 -1.597347e-02 -7.721066e+02  2.558317e+01 -7.083449e+00   100     0
 6.861e+00  4.142e-01  6.415e-01  7.858e+02  8.322e+00  5.367301e-01  0.000000e+00 -1.201207e-02 -7.714106e+02  2.773899e+01 -1.061408e+01   101     0
 6.857e+00  2.549e-01  6.408e-01  7.859e+02  8.759e+00  5.652445e-01  0.000000e+00 -6.632081e-03 -7.704370e+02  2.919779e+01 -1.413142e+01   102     0
 6.852e+00  9.555e-02  6.398e-01  7.853e+02  9.068e+00  5.741215e-01  0.000000e+00 -8.897362e-04 -7.691865e+02  3.022806e+01 -1.763107e+01   103     0
 6.845e+00 -6.375e-02  6.386e-01  7.841e+02  9.182e+00  5.671444e-01  0.000000e+00  4.638200e-03 -7.676603e+02  3.060731e+01 -2.110867e+01   104     0
 6.837e+00 -2.230e-01  6.371e-01  7.823e+02  9.207e+00  5.457788e-01  0.000000e+00  9.560471e-03 -7.658595e+02  3.068940e+01 -2.455989e+01   105     0
 6.829e+00 -3.822e-01  6.355e-01  7.801e+02  9.155e+00  5.098628e-01  0.000000e+00  1.353882e-02 -7.637856e+02  3.051503e+01 -2.798044e+01   106     0
 6.819e+00 -5.413e-01  6.336e-01  7.773e+02  8.933e+00  4.572741e-01  0.000000e+00  1.616607e-02 -7.614403e+02  2.977817e+01 -3.136609e+01   107     0
 6.808e+00 -7.003e-01  6.316e-01  7.739e+02  8.614e+00  3.820885e-01  0.000000e+00  1.678433e-02 -7.588255e+02  2.871216e+01 -3.471267e+01   108     0
 6.795e+00 -8.591e-01  6.293e-01  7.701e+02  8.190e+00  2.665180e-01  0.000000e+00  1.388363e-02 -7.559433e+02  2.729852e+01 -3.801608e+01   109     0
 6.667e+00  7.420e-01  6.424e-01  7.017e+02  7.651e+00  3.349299e-01  0.000000e+00 -1.829374e-02 -6.888781e+02  2.550317e+01 -2.962775e+00   110     0
 6.665e+00  5.828e-01  6.421e-01  7.032e+02  8.449e+00  4.389490e-01  0.000000e+00 -1.908840e-02 -6.885086e+02  2.816202e+01 -5.921863e+00   111     0
 6.662e+00  4.235e-01  6.415e-01  7.040e+02  9.065e+00  4.912347e-01  0.000000e+00 -1.542813e-02 -6.878929e+02  3.021589e+01 -8.873585e+00   112     0
 6.658e+00  2.642e-01  6.408e-01  7.043e+02  9.532e+00  5.172200e-01  0.000000e+00 -1.012554e-02 -6.870317e+02  3.177256e+01 -1.181427e+01   113     0
 6.653e+00  1.049e-01  6.398e-01  7.037e+02  9.755e+00  5.252026e-01  0.000000e+00 -4.312932e-03 -6.859257e+02  3.251615e+01 -1.474028e+01   114     0
 6.647e+00 -5.442e-02  6.386e-01  7.027e+02  9.905e+00  5.186154e-01  0.000000e+00  1.397478e-03 -6.845756e+02  3.301630e+01 -1.764797e+01   115     0
 6.639e+00 -2.137e-01  6.371e-01  7.012e+02  9.939e+00  4.988147e-01  0.000000e+00  6.583336e-03 -6.829827e+02  3.312952e+01 -2.053376e+01   116     0
 6.631e+00 -3.729e-01  6.355e-01  6.991e+02  9.826e+00  4.656523e-01  0.000000e+00  1.087479e-02 -6.811480e+02  3.275283e+01 -2.339409e+01   117     0
 6.621e+00 -5.320e-01  6.336e-01  6.964e+02  9.585e+00  4.172534e-01  0.000000e+00  1.386329e-02 -6.790733e+02  3.194938e+01 -2.622544e+01   118     0
 6.610e+00 -6.910e-01  6.316e-01  6.932e+02  9.191e+00  3.482707e-01  0.000000e+00  1.491045e-02 -6.767599e+02  3.063797e+01 -2.902434e+01   119     0
 6.598e+00 -8.498e-01  6.293e-01  6.895e+02  8.715e+00  2.426206e-01  0.000000e+00  1.258938e-02 -6.742099e+02  2.905089e+01 -3.178738e+01   120     0
 6.465e+00  7.511e-01  6.424e-01  6.242e+02  8.413e+00  3.039160e-01  0.000000e+00 -1.980158e-02 -6.095759e+02  2.804293e+01 -2.449234e+00   121     0
 6.464e+00  5.919e-01  6.421e-01  6.254e+02  9.076e+00  3.981223e-01  0.000000e+00 -2.112835e-02 -6.092514e+02  3.025469e+01 -4.895442e+00   122     0
 6.461e+00  4.326e-01  6.415e-01  6.263e+02  9.690e+00  4.454006e-01  0.000000e+00 -1.775542e-02 -6.087109e+02  3.229966e+01 -7.335601e+00   123     0
 6.457e+00  2.733e-01  6.408e-01  6.265e+02  1.009e+01  4.688087e-01  0.000000e+00 -1.259688e-02 -6.079549e+02  3.362879e+01 -9.766699e+00   124     0
 6.452e+00  1.139e-01  6.398e-01  6.260e+02  1.031e+01  4.758745e-01  0.000000e+00 -6.821123e-03 -6.069838e+02  3.437294e+01 -1.218574e+01   125     0
 6.446e+00 -4.537e-02  6.386e-01  6.252e+02  1.045e+01  4.696922e-01  0.000000e+00 -1.073806e-03 -6.057984e+02  3.481976e+01 -1.458975e+01   126     0
 6.439e+00 -2.047e-01  6.371e-01  6.239e+02  1.051e+01  4.515229e-01  0.000000e+00  4.208313e-03 -6.043997e+02  3.501905e+01 -1.697577e+01   127     0
 6.431e+00 -3.639e-01  6.355e-01  6.221e+02  1.040e+01  4.212164e-01  0.000000e+00  8.657895e-03 -6.027888e+02  3.467508e+01 -1.934087e+01   128     0
 6.421e+00 -5.230e-01  6.336e-01  6.196e+02  1.011e+01  3.771119e-01  0.000000e+00  1.186513e-02 -6.009670e+02  3.370379e+01 -2.168218e+01   129     0
 6.411e+00 -6.820e-01  6.316e-01  6.165e+02  9.680e+00  3.144455e-01  0.000000e+00  1.322027e-02 -5.989356e+02  3.226669e+01 -2.399684e+01   130     0
 6.399e+00 -8.408e-01  6.293e-01  6.130e+02  9.138e+00  2.188043e-01  0.000000e+00  1.138581e-02 -5.966962e+02  3.046077e+01 -2.628205e+01   131     0
 6.262e+00  7.599e-01  6.424e-01  5.508e+02  9.023e+00  2.731162e-01  0.000000e+00 -2.060917e-02 -5.347401e+02  3.007610e+01 -1.999066e+00   132     0
 6.260e+00  6.007e-01  6.421e-01  5.521e+02  9.703e+00  3.576102e-01  0.000000e+00 -2.230500e-02 -5.344576e+02  3.234261e+01 -3.995679e+00   133     0
 6.257e+00  4.414e-01  6.415e-01  5.529e+02  1.024e+01  3.999298e-01  0.000000e+00 -1.917988e-02 -5.339871e+02  3.414825e+01 -5.987387e+00   134     0
 6.254e+00  2.821e-01  6.408e-01  5.532e+02  1.065e+01  4.208027e-01  0.000000e+00 -1.420550e-02 -5.333289e+02  3.548812e+01 -7.971748e+00   135     0
 6.249e+00  1.227e-01  6.398e-01  5.529e+02  1.091e+01  4.269800e-01  0.000000e+00 -8.562236e-03 -5.324835e+02  3.635949e+01 -9.946332e+00   136     0
 6.243e+00 -3.659e-02  6.386e-01  5.521e+02  1.099e+01  4.212554e-01  0.000000e+00 -2.890511e-03 -5.314516e+02  3.663222e+01 -1.190872e+01   137     0
 6.236e+00 -1.959e-01  6.371e-01  5.509e+02  1.098e+01  4.047287e-01  0.000000e+00  2.376012e-03 -5.302339e+02  3.660039e+01 -1.385653e+01   138     0
 6.228e+00 -3.551e-01  6.355e-01  5.490e+02  1.077e+01  3.773078e-01  0.000000e+00  6.867858e-03 -5.288314e+02  3.589718e+01 -1.578738e+01   139     0
 6.219e+00 -5.142e-01  6.336e-01  5.467e+02  1.047e+01  3.375222e-01  0.000000e+00  1.018242e-02 -5.272452e+02  3.490385e+01 -1.769893e+01   140     0
 6.209e+00 -6.733e-01  6.316e-01  5.440e+02  1.010e+01  2.811511e-01  0.000000e+00  1.173951e-02 -5.254765e+02  3.365615e+01 -1.958886e+01   141     0
 6.197e+00 -8.321e-01  6.293e-01  5.408e+02  9.549e+00  1.954136e-01  0.000000e+00  1.029600e-02 -5.235266e+02  3.182864e+01 -2.145491e+01   142     0
 6.055e+00  7.684e-01  6.424e-01  4.820e+02  9.630e+00  2.429397e-01  0.000000e+00 -2.084370e-02 -4.644861e+02  3.209988e+01 -1.608037e+00   143     0
 6.054e+00  6.092e-01  6.421e-01  4.832e+02  1.028e+01  3.179124e-01  0.000000e+00 -2.276850e-02 -4.642427e+02  3.427850e+01 -3.214112e+00   144     0
 6.051e+00  4.499e-01  6.415e-01  4.839e+02  1.074e+01  3.553956e-01  0.000000e+00 -1.987914e-02 -4.638370e+02  3.580240e+01 -4.816268e+00   145     0
 6.047e+00  2.906e-01  6.408e-01  4.841e+02  1.109e+01  3.738356e-01  0.000000e+00 -1.511991e-02 -4.632696e+02  3.696682e+01 -6.412553e+00   146     0
 6.043e+00  1.312e-01  6.398e-01  4.840e+02  1.134e+01  3.791957e-01  0.000000e+00 -9.661172e-03 -4.625408e+02  3.780208e+01 -8.001024e+00   147     0
 6.037e+00 -2.810e-02  6.386e-01  4.833e+02  1.141e+01  3.739397e-01  0.000000e+00 -4.138142e-03 -4.616512e+02  3.803212e+01 -9.579752e+00   148     0
 6.030e+00 -1.874e-01  6.371e-01  4.820e+02  1.133e+01  3.590417e-01  0.000000e+00  1.022109e-03 -4.606015e+02  3.778257e+01 -1.114682e+01   149     0
 6.023e+00 -3.466e-01  6.355e-01  4.803e+02  1.110e+01  3.344760e-01  0.000000e+00  5.460526e-03 -4.593923e+02  3.698803e+01 -1.270034e+01   150     0
